date,product_id,product_name,sales_quantity,is_promotion,is_holiday,weekday,price_euro
2024-04-21,102,Glühwein,0,0,0,Sunday,8.5
2024-04-21,103,Pretzel,0,0,0,Sunday,1.2
2024-04-21,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-04-22,101,Bratwurst,46,0,0,Monday,4.99
2024-04-22,102,Glühwein,1,0,0,Monday,8.5
2024-04-22,103,Pretzel,130,0,0,Monday,1.2
2024-04-22,104,German Beer (6-pack),72,0,0,Monday,12.99
2024-04-23,101,Bratwurst,65,0,0,Tuesday,4.99
2024-04-23,102,Glühwein,2,0,0,Tuesday,8.5
2024-04-23,103,Pretzel,118,0,0,Tuesday,1.2
2024-04-23,104,German Beer (6-pack),72,0,0,Tuesday,12.99
2024-04-24,101,Bratwurst,45,0,0,Wednesday,4.99
2024-04-24,102,Glühwein,1,0,0,Wednesday,8.5
2024-04-24,103,Pretzel,117,0,0,Wednesday,1.2
2024-04-24,104,German Beer (6-pack),79,0,0,Wednesday,12.99
2024-04-25,101,Bratwurst,46,0,0,Thursday,4.99
2024-04-25,102,Glühwein,1,0,0,Thursday,8.5
2024-04-25,103,Pretzel,140,0,0,Thursday,1.2
2024-04-25,104,German Beer (6-pack),87,0,0,Thursday,12.99
2024-04-26,101,Bratwurst,68,0,0,Friday,4.99
2024-04-26,102,Glühwein,2,0,0,Friday,8.5
2024-04-26,103,Pretzel,222,0,0,Friday,1.2
2024-04-26,104,German Beer (6-pack),132,0,0,Friday,12.99
2024-04-27,101,Bratwurst,67,0,0,Saturday,4.99
2024-04-27,102,Glühwein,2,0,0,Saturday,8.5
2024-04-27,103,Pretzel,164,0,0,Saturday,1.2
2024-04-27,104,German Beer (6-pack),103,0,0,Saturday,12.99
2024-04-28,101,Bratwurst,0,0,0,Sunday,4.99
2024-04-28,102,Glühwein,0,0,0,Sunday,8.5
2024-04-28,103,Pretzel,0,0,0,Sunday,1.2
2024-04-28,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-04-29,101,Bratwurst,43,0,0,Monday,4.99
2024-04-29,102,Glühwein,2,0,0,Monday,8.5
2024-04-29,103,Pretzel,112,0,0,Monday,1.2
2024-04-29,104,German Beer (6-pack),76,0,0,Monday,12.99
2024-04-30,101,Bratwurst,45,0,0,Tuesday,4.99
2024-04-30,102,Glühwein,1,0,0,Tuesday,8.5
2024-04-30,103,Pretzel,89,0,0,Tuesday,1.2
2024-04-30,104,German Beer (6-pack),85,0,0,Tuesday,12.99
2024-05-01,101,Bratwurst,63,0,1,Wednesday,4.99
2024-05-01,102,Glühwein,1,0,1,Wednesday,8.5
2024-05-01,103,Pretzel,113,0,1,Wednesday,1.2
2024-05-01,104,German Beer (6-pack),111,0,1,Wednesday,12.99
2024-05-02,101,Bratwurst,68,0,0,Thursday,4.99
2024-05-02,102,Glühwein,2,0,0,Thursday,8.5
2024-05-02,103,Pretzel,144,0,0,Thursday,1.2
2024-05-02,104,German Beer (6-pack),120,0,0,Thursday,12.99
2024-05-03,101,Bratwurst,91,0,0,Friday,4.99
2024-05-03,102,Glühwein,3,0,0,Friday,8.5
2024-05-03,103,Pretzel,166,0,0,Friday,1.2
2024-05-03,104,German Beer (6-pack),127,0,0,Friday,12.99
2024-05-04,101,Bratwurst,93,0,0,Saturday,4.99
2024-05-04,102,Glühwein,2,0,0,Saturday,8.5
2024-05-04,103,Pretzel,152,0,0,Saturday,1.2
2024-05-04,104,German Beer (6-pack),168,0,0,Saturday,12.99
2024-05-05,101,Bratwurst,0,0,0,Sunday,4.99
2024-05-05,102,Glühwein,0,0,0,Sunday,8.5
2024-05-05,103,Pretzel,0,0,0,Sunday,1.2
2024-05-05,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-05-06,101,Bratwurst,83,0,0,Monday,4.99
2024-05-06,102,Glühwein,1,0,0,Monday,8.5
2024-05-06,103,Pretzel,118,0,0,Monday,1.2
2024-05-06,104,German Beer (6-pack),99,0,0,Monday,12.99
2024-05-07,101,Bratwurst,71,0,0,Tuesday,4.99
2024-05-07,102,Glühwein,1,0,0,Tuesday,8.5
2024-05-07,103,Pretzel,130,0,0,Tuesday,1.2
2024-05-07,104,German Beer (6-pack),92,0,0,Tuesday,12.99
2024-05-08,101,Bratwurst,60,0,0,Wednesday,4.99
2024-05-08,102,Glühwein,2,0,0,Wednesday,8.5
2024-05-08,103,Pretzel,98,0,0,Wednesday,1.2
2024-05-08,104,German Beer (6-pack),93,0,0,Wednesday,12.99
2024-05-09,101,Bratwurst,67,0,0,Thursday,4.99
2024-05-09,102,Glühwein,1,0,0,Thursday,8.5
2024-05-09,103,Pretzel,121,0,0,Thursday,1.2
2024-05-09,104,German Beer (6-pack),102,0,0,Thursday,12.99
2024-05-10,101,Bratwurst,96,0,0,Friday,4.99
2024-05-10,102,Glühwein,3,0,0,Friday,8.5
2024-05-10,103,Pretzel,169,0,0,Friday,1.2
2024-05-10,104,German Beer (6-pack),165,0,0,Friday,12.99
2024-05-11,101,Bratwurst,101,0,0,Saturday,4.99
2024-05-11,102,Glühwein,2,0,0,Saturday,8.5
2024-05-11,103,Pretzel,185,0,0,Saturday,1.2
2024-05-11,104,German Beer (6-pack),188,0,0,Saturday,12.99
2024-05-12,101,Bratwurst,0,0,0,Sunday,4.99
2024-05-12,102,Glühwein,0,0,0,Sunday,8.5
2024-05-12,103,Pretzel,0,0,0,Sunday,1.2
2024-05-12,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-05-13,101,Bratwurst,72,0,0,Monday,4.99
2024-05-13,102,Glühwein,1,0,0,Monday,8.5
2024-05-13,103,Pretzel,95,0,0,Monday,1.2
2024-05-13,104,German Beer (6-pack),93,0,0,Monday,12.99
2024-05-14,101,Bratwurst,71,0,0,Tuesday,4.99
2024-05-14,102,Glühwein,1,0,0,Tuesday,8.5
2024-05-14,103,Pretzel,101,0,0,Tuesday,1.2
2024-05-14,104,German Beer (6-pack),104,0,0,Tuesday,12.99
2024-05-15,101,Bratwurst,70,0,0,Wednesday,4.99
2024-05-15,102,Glühwein,1,0,0,Wednesday,8.5
2024-05-15,103,Pretzel,122,0,0,Wednesday,1.2
2024-05-15,104,German Beer (6-pack),112,0,0,Wednesday,12.99
2024-05-16,101,Bratwurst,66,0,0,Thursday,4.99
2024-05-16,102,Glühwein,2,0,0,Thursday,8.5
2024-05-16,103,Pretzel,109,0,0,Thursday,1.2
2024-05-16,104,German Beer (6-pack),99,0,0,Thursday,12.99
2024-05-17,101,Bratwurst,103,0,0,Friday,4.99
2024-05-17,102,Glühwein,3,0,0,Friday,8.5
2024-05-17,103,Pretzel,183,0,0,Friday,1.2
2024-05-17,104,German Beer (6-pack),159,0,0,Friday,12.99
2024-05-18,101,Bratwurst,86,0,0,Saturday,4.99
2024-05-18,102,Glühwein,2,0,0,Saturday,8.5
2024-05-18,103,Pretzel,207,0,0,Saturday,1.2
2024-05-18,104,German Beer (6-pack),162,0,0,Saturday,12.99
2024-05-19,101,Bratwurst,0,0,0,Sunday,4.99
2024-05-19,102,Glühwein,0,0,0,Sunday,8.5
2024-05-19,103,Pretzel,0,0,0,Sunday,1.2
2024-05-19,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-05-20,101,Bratwurst,73,0,0,Monday,4.99
2024-05-20,102,Glühwein,1,0,0,Monday,8.5
2024-05-20,103,Pretzel,114,0,0,Monday,1.2
2024-05-20,104,German Beer (6-pack),98,0,0,Monday,12.99
2024-05-21,101,Bratwurst,70,0,0,Tuesday,4.99
2024-05-21,102,Glühwein,2,0,0,Tuesday,8.5
2024-05-21,103,Pretzel,124,0,0,Tuesday,1.2
2024-05-21,104,German Beer (6-pack),123,0,0,Tuesday,12.99
2024-05-22,101,Bratwurst,58,0,0,Wednesday,4.99
2024-05-22,102,Glühwein,1,0,0,Wednesday,8.5
2024-05-22,103,Pretzel,122,0,0,Wednesday,1.2
2024-05-22,104,German Beer (6-pack),112,0,0,Wednesday,12.99
2024-05-23,101,Bratwurst,69,0,0,Thursday,4.99
2024-05-23,102,Glühwein,1,0,0,Thursday,8.5
2024-05-23,103,Pretzel,123,0,0,Thursday,1.2
2024-05-23,104,German Beer (6-pack),92,0,0,Thursday,12.99
2024-05-24,101,Bratwurst,95,0,0,Friday,4.99
2024-05-24,102,Glühwein,3,0,0,Friday,8.5
2024-05-24,103,Pretzel,212,0,0,Friday,1.2
2024-05-24,104,German Beer (6-pack),165,0,0,Friday,12.99
2024-05-25,101,Bratwurst,89,0,0,Saturday,4.99
2024-05-25,102,Glühwein,3,0,0,Saturday,8.5
2024-05-25,103,Pretzel,213,0,0,Saturday,1.2
2024-05-25,104,German Beer (6-pack),176,0,0,Saturday,12.99
2024-05-26,101,Bratwurst,0,0,0,Sunday,4.99
2024-05-26,102,Glühwein,0,0,0,Sunday,8.5
2024-05-26,103,Pretzel,0,0,0,Sunday,1.2
2024-05-26,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-05-27,101,Bratwurst,58,0,0,Monday,4.99
2024-05-27,102,Glühwein,1,0,0,Monday,8.5
2024-05-27,103,Pretzel,120,0,0,Monday,1.2
2024-05-27,104,German Beer (6-pack),115,0,0,Monday,12.99
2024-05-28,101,Bratwurst,61,0,0,Tuesday,4.99
2024-05-28,102,Glühwein,1,0,0,Tuesday,8.5
2024-05-28,103,Pretzel,132,0,0,Tuesday,1.2
2024-05-28,104,German Beer (6-pack),97,0,0,Tuesday,12.99
2024-05-29,101,Bratwurst,81,1,0,Wednesday,4.99
2024-05-29,102,Glühwein,2,1,0,Wednesday,8.5
2024-05-29,103,Pretzel,181,1,0,Wednesday,1.2
2024-05-29,104,German Beer (6-pack),146,1,0,Wednesday,12.99
2024-05-30,101,Bratwurst,73,0,0,Thursday,4.99
2024-05-30,102,Glühwein,1,0,0,Thursday,8.5
2024-05-30,103,Pretzel,101,0,0,Thursday,1.2
2024-05-30,104,German Beer (6-pack),101,0,0,Thursday,12.99
2024-05-31,101,Bratwurst,95,0,0,Friday,4.99
2024-05-31,102,Glühwein,2,0,0,Friday,8.5
2024-05-31,103,Pretzel,131,0,0,Friday,1.2
2024-05-31,104,German Beer (6-pack),155,0,0,Friday,12.99
2024-06-01,101,Bratwurst,149,0,0,Saturday,4.99
2024-06-01,102,Glühwein,2,0,0,Saturday,8.5
2024-06-01,103,Pretzel,161,0,0,Saturday,1.2
2024-06-01,104,German Beer (6-pack),227,0,0,Saturday,12.99
2024-06-02,101,Bratwurst,0,0,0,Sunday,4.99
2024-06-02,102,Glühwein,0,0,0,Sunday,8.5
2024-06-02,103,Pretzel,0,0,0,Sunday,1.2
2024-06-02,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-06-03,101,Bratwurst,82,0,0,Monday,4.99
2024-06-03,102,Glühwein,1,0,0,Monday,8.5
2024-06-03,103,Pretzel,120,0,0,Monday,1.2
2024-06-03,104,German Beer (6-pack),146,0,0,Monday,12.99
2024-06-04,101,Bratwurst,90,0,0,Tuesday,4.99
2024-06-04,102,Glühwein,1,0,0,Tuesday,8.5
2024-06-04,103,Pretzel,122,0,0,Tuesday,1.2
2024-06-04,104,German Beer (6-pack),141,0,0,Tuesday,12.99
2024-06-05,101,Bratwurst,113,0,0,Wednesday,4.99
2024-06-05,102,Glühwein,1,0,0,Wednesday,8.5
2024-06-05,103,Pretzel,136,0,0,Wednesday,1.2
2024-06-05,104,German Beer (6-pack),105,0,0,Wednesday,12.99
2024-06-06,101,Bratwurst,101,0,0,Thursday,4.99
2024-06-06,102,Glühwein,1,0,0,Thursday,8.5
2024-06-06,103,Pretzel,115,0,0,Thursday,1.2
2024-06-06,104,German Beer (6-pack),138,0,0,Thursday,12.99
2024-06-07,101,Bratwurst,132,0,0,Friday,4.99
2024-06-07,102,Glühwein,3,0,0,Friday,8.5
2024-06-07,103,Pretzel,194,0,0,Friday,1.2
2024-06-07,104,German Beer (6-pack),187,0,0,Friday,12.99
2024-06-08,101,Bratwurst,147,0,0,Saturday,4.99
2024-06-08,102,Glühwein,3,0,0,Saturday,8.5
2024-06-08,103,Pretzel,192,0,0,Saturday,1.2
2024-06-08,104,German Beer (6-pack),191,0,0,Saturday,12.99
2024-06-09,101,Bratwurst,0,1,0,Sunday,4.99
2024-06-09,102,Glühwein,0,1,0,Sunday,8.5
2024-06-09,103,Pretzel,0,1,0,Sunday,1.2
2024-06-09,104,German Beer (6-pack),0,1,0,Sunday,12.99
2024-06-10,101,Bratwurst,85,0,0,Monday,4.99
2024-06-10,102,Glühwein,2,0,0,Monday,8.5
2024-06-10,103,Pretzel,105,0,0,Monday,1.2
2024-06-10,104,German Beer (6-pack),154,0,0,Monday,12.99
2024-06-11,101,Bratwurst,97,0,0,Tuesday,4.99
2024-06-11,102,Glühwein,1,0,0,Tuesday,8.5
2024-06-11,103,Pretzel,122,0,0,Tuesday,1.2
2024-06-11,104,German Beer (6-pack),147,0,0,Tuesday,12.99
2024-06-12,101,Bratwurst,80,0,0,Wednesday,4.99
2024-06-12,102,Glühwein,2,0,0,Wednesday,8.5
2024-06-12,103,Pretzel,127,0,0,Wednesday,1.2
2024-06-12,104,German Beer (6-pack),139,0,0,Wednesday,12.99
2024-06-13,101,Bratwurst,104,1,0,Thursday,4.99
2024-06-13,102,Glühwein,3,1,0,Thursday,8.5
2024-06-13,103,Pretzel,147,1,0,Thursday,1.2
2024-06-13,104,German Beer (6-pack),185,1,0,Thursday,12.99
2024-06-14,101,Bratwurst,113,0,0,Friday,4.99
2024-06-14,102,Glühwein,3,0,0,Friday,8.5
2024-06-14,103,Pretzel,156,0,0,Friday,1.2
2024-06-14,104,German Beer (6-pack),253,0,0,Friday,12.99
2024-06-15,101,Bratwurst,111,0,0,Saturday,4.99
2024-06-15,102,Glühwein,2,0,0,Saturday,8.5
2024-06-15,103,Pretzel,197,0,0,Saturday,1.2
2024-06-15,104,German Beer (6-pack),215,0,0,Saturday,12.99
2024-06-16,101,Bratwurst,0,0,0,Sunday,4.99
2024-06-16,102,Glühwein,0,0,0,Sunday,8.5
2024-06-16,103,Pretzel,0,0,0,Sunday,1.2
2024-06-16,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-06-17,101,Bratwurst,109,0,0,Monday,4.99
2024-06-17,102,Glühwein,2,0,0,Monday,8.5
2024-06-17,103,Pretzel,112,0,0,Monday,1.2
2024-06-17,104,German Beer (6-pack),137,0,0,Monday,12.99
2024-06-18,101,Bratwurst,90,0,0,Tuesday,4.99
2024-06-18,102,Glühwein,2,0,0,Tuesday,8.5
2024-06-18,103,Pretzel,113,0,0,Tuesday,1.2
2024-06-18,104,German Beer (6-pack),132,0,0,Tuesday,12.99
2024-06-19,101,Bratwurst,105,1,0,Wednesday,4.99
2024-06-19,102,Glühwein,2,1,0,Wednesday,8.5
2024-06-19,103,Pretzel,201,1,0,Wednesday,1.2
2024-06-19,104,German Beer (6-pack),216,1,0,Wednesday,12.99
2024-06-20,101,Bratwurst,92,0,0,Thursday,4.99
2024-06-20,102,Glühwein,2,0,0,Thursday,8.5
2024-06-20,103,Pretzel,139,0,0,Thursday,1.2
2024-06-20,104,German Beer (6-pack),158,0,0,Thursday,12.99
2024-06-21,101,Bratwurst,132,0,0,Friday,4.99
2024-06-21,102,Glühwein,3,0,0,Friday,8.5
2024-06-21,103,Pretzel,186,0,0,Friday,1.2
2024-06-21,104,German Beer (6-pack),164,0,0,Friday,12.99
2024-06-22,101,Bratwurst,198,1,0,Saturday,4.99
2024-06-22,102,Glühwein,3,1,0,Saturday,8.5
2024-06-22,103,Pretzel,256,1,0,Saturday,1.2
2024-06-22,104,German Beer (6-pack),279,1,0,Saturday,12.99
2024-06-23,101,Bratwurst,0,0,0,Sunday,4.99
2024-06-23,102,Glühwein,0,0,0,Sunday,8.5
2024-06-23,103,Pretzel,0,0,0,Sunday,1.2
2024-06-23,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-06-24,101,Bratwurst,81,0,0,Monday,4.99
2024-06-24,102,Glühwein,1,0,0,Monday,8.5
2024-06-24,103,Pretzel,108,0,0,Monday,1.2
2024-06-24,104,German Beer (6-pack),159,0,0,Monday,12.99
2024-06-25,101,Bratwurst,108,0,0,Tuesday,4.99
2024-06-25,102,Glühwein,1,0,0,Tuesday,8.5
2024-06-25,103,Pretzel,121,0,0,Tuesday,1.2
2024-06-25,104,German Beer (6-pack),146,0,0,Tuesday,12.99
2024-06-26,101,Bratwurst,84,0,0,Wednesday,4.99
2024-06-26,102,Glühwein,2,0,0,Wednesday,8.5
2024-06-26,103,Pretzel,150,0,0,Wednesday,1.2
2024-06-26,104,German Beer (6-pack),142,0,0,Wednesday,12.99
2024-06-27,101,Bratwurst,86,0,0,Thursday,4.99
2024-06-27,102,Glühwein,2,0,0,Thursday,8.5
2024-06-27,103,Pretzel,122,0,0,Thursday,1.2
2024-06-27,104,German Beer (6-pack),139,0,0,Thursday,12.99
2024-06-28,101,Bratwurst,126,0,0,Friday,4.99
2024-06-28,102,Glühwein,3,0,0,Friday,8.5
2024-06-28,103,Pretzel,192,0,0,Friday,1.2
2024-06-28,104,German Beer (6-pack),203,0,0,Friday,12.99
2024-06-29,101,Bratwurst,120,0,0,Saturday,4.99
2024-06-29,102,Glühwein,3,0,0,Saturday,8.5
2024-06-29,103,Pretzel,148,0,0,Saturday,1.2
2024-06-29,104,German Beer (6-pack),240,0,0,Saturday,12.99
2024-06-30,101,Bratwurst,0,0,0,Sunday,4.99
2024-06-30,102,Glühwein,0,0,0,Sunday,8.5
2024-06-30,103,Pretzel,0,0,0,Sunday,1.2
2024-06-30,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-07-01,101,Bratwurst,78,0,0,Monday,4.99
2024-07-01,102,Glühwein,1,0,0,Monday,8.5
2024-07-01,103,Pretzel,132,0,0,Monday,1.2
2024-07-01,104,German Beer (6-pack),145,0,0,Monday,12.99
2024-07-02,101,Bratwurst,95,0,0,Tuesday,4.99
2024-07-02,102,Glühwein,2,0,0,Tuesday,8.5
2024-07-02,103,Pretzel,130,0,0,Tuesday,1.2
2024-07-02,104,German Beer (6-pack),150,0,0,Tuesday,12.99
2024-07-03,101,Bratwurst,76,0,0,Wednesday,4.99
2024-07-03,102,Glühwein,1,0,0,Wednesday,8.5
2024-07-03,103,Pretzel,129,0,0,Wednesday,1.2
2024-07-03,104,German Beer (6-pack),145,0,0,Wednesday,12.99
2024-07-04,101,Bratwurst,112,1,0,Thursday,4.99
2024-07-04,102,Glühwein,3,1,0,Thursday,8.5
2024-07-04,103,Pretzel,167,1,0,Thursday,1.2
2024-07-04,104,German Beer (6-pack),215,1,0,Thursday,12.99
2024-07-05,101,Bratwurst,128,0,0,Friday,4.99
2024-07-05,102,Glühwein,3,0,0,Friday,8.5
2024-07-05,103,Pretzel,154,0,0,Friday,1.2
2024-07-05,104,German Beer (6-pack),226,0,0,Friday,12.99
2024-07-06,101,Bratwurst,137,0,0,Saturday,4.99
2024-07-06,102,Glühwein,2,0,0,Saturday,8.5
2024-07-06,103,Pretzel,202,0,0,Saturday,1.2
2024-07-06,104,German Beer (6-pack),196,0,0,Saturday,12.99
2024-07-07,101,Bratwurst,0,0,0,Sunday,4.99
2024-07-07,102,Glühwein,0,0,0,Sunday,8.5
2024-07-07,103,Pretzel,0,0,0,Sunday,1.2
2024-07-07,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-07-08,101,Bratwurst,103,0,0,Monday,4.99
2024-07-08,102,Glühwein,2,0,0,Monday,8.5
2024-07-08,103,Pretzel,132,0,0,Monday,1.2
2024-07-08,104,German Beer (6-pack),122,0,0,Monday,12.99
2024-07-09,101,Bratwurst,77,0,0,Tuesday,4.99
2024-07-09,102,Glühwein,2,0,0,Tuesday,8.5
2024-07-09,103,Pretzel,128,0,0,Tuesday,1.2
2024-07-09,104,German Beer (6-pack),144,0,0,Tuesday,12.99
2024-07-10,101,Bratwurst,85,0,0,Wednesday,4.99
2024-07-10,102,Glühwein,2,0,0,Wednesday,8.5
2024-07-10,103,Pretzel,147,0,0,Wednesday,1.2
2024-07-10,104,German Beer (6-pack),138,0,0,Wednesday,12.99
2024-07-11,101,Bratwurst,74,0,0,Thursday,4.99
2024-07-11,102,Glühwein,1,0,0,Thursday,8.5
2024-07-11,103,Pretzel,109,0,0,Thursday,1.2
2024-07-11,104,German Beer (6-pack),155,0,0,Thursday,12.99
2024-07-12,101,Bratwurst,116,0,0,Friday,4.99
2024-07-12,102,Glühwein,2,0,0,Friday,8.5
2024-07-12,103,Pretzel,161,0,0,Friday,1.2
2024-07-12,104,German Beer (6-pack),199,0,0,Friday,12.99
2024-07-13,101,Bratwurst,152,1,0,Saturday,4.99
2024-07-13,102,Glühwein,3,1,0,Saturday,8.5
2024-07-13,103,Pretzel,225,1,0,Saturday,1.2
2024-07-13,104,German Beer (6-pack),323,1,0,Saturday,12.99
2024-07-14,101,Bratwurst,0,0,0,Sunday,4.99
2024-07-14,102,Glühwein,0,0,0,Sunday,8.5
2024-07-14,103,Pretzel,0,0,0,Sunday,1.2
2024-07-14,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-07-15,101,Bratwurst,88,0,0,Monday,4.99
2024-07-15,102,Glühwein,1,0,0,Monday,8.5
2024-07-15,103,Pretzel,147,0,0,Monday,1.2
2024-07-15,104,German Beer (6-pack),134,0,0,Monday,12.99
2024-07-16,101,Bratwurst,91,0,0,Tuesday,4.99
2024-07-16,102,Glühwein,2,0,0,Tuesday,8.5
2024-07-16,103,Pretzel,123,0,0,Tuesday,1.2
2024-07-16,104,German Beer (6-pack),179,0,0,Tuesday,12.99
2024-07-17,101,Bratwurst,85,0,0,Wednesday,4.99
2024-07-17,102,Glühwein,1,0,0,Wednesday,8.5
2024-07-17,103,Pretzel,126,0,0,Wednesday,1.2
2024-07-17,104,German Beer (6-pack),135,0,0,Wednesday,12.99
2024-07-18,101,Bratwurst,102,0,0,Thursday,4.99
2024-07-18,102,Glühwein,1,0,0,Thursday,8.5
2024-07-18,103,Pretzel,110,0,0,Thursday,1.2
2024-07-18,104,German Beer (6-pack),150,0,0,Thursday,12.99
2024-07-19,101,Bratwurst,125,0,0,Friday,4.99
2024-07-19,102,Glühwein,2,0,0,Friday,8.5
2024-07-19,103,Pretzel,222,0,0,Friday,1.2
2024-07-19,104,German Beer (6-pack),236,0,0,Friday,12.99
2024-07-20,101,Bratwurst,126,0,0,Saturday,4.99
2024-07-20,102,Glühwein,2,0,0,Saturday,8.5
2024-07-20,103,Pretzel,185,0,0,Saturday,1.2
2024-07-20,104,German Beer (6-pack),223,0,0,Saturday,12.99
2024-07-21,101,Bratwurst,0,0,0,Sunday,4.99
2024-07-21,102,Glühwein,0,0,0,Sunday,8.5
2024-07-21,103,Pretzel,0,0,0,Sunday,1.2
2024-07-21,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-07-22,101,Bratwurst,88,0,0,Monday,4.99
2024-07-22,102,Glühwein,1,0,0,Monday,8.5
2024-07-22,103,Pretzel,103,0,0,Monday,1.2
2024-07-22,104,German Beer (6-pack),133,0,0,Monday,12.99
2024-07-23,101,Bratwurst,82,0,0,Tuesday,4.99
2024-07-23,102,Glühwein,1,0,0,Tuesday,8.5
2024-07-23,103,Pretzel,128,0,0,Tuesday,1.2
2024-07-23,104,German Beer (6-pack),128,0,0,Tuesday,12.99
2024-07-24,101,Bratwurst,89,0,0,Wednesday,4.99
2024-07-24,102,Glühwein,2,0,0,Wednesday,8.5
2024-07-24,103,Pretzel,150,0,0,Wednesday,1.2
2024-07-24,104,German Beer (6-pack),136,0,0,Wednesday,12.99
2024-07-25,101,Bratwurst,101,0,0,Thursday,4.99
2024-07-25,102,Glühwein,1,0,0,Thursday,8.5
2024-07-25,103,Pretzel,100,0,0,Thursday,1.2
2024-07-25,104,German Beer (6-pack),150,0,0,Thursday,12.99
2024-07-26,101,Bratwurst,142,0,0,Friday,4.99
2024-07-26,102,Glühwein,3,0,0,Friday,8.5
2024-07-26,103,Pretzel,194,0,0,Friday,1.2
2024-07-26,104,German Beer (6-pack),226,0,0,Friday,12.99
2024-07-27,101,Bratwurst,148,0,0,Saturday,4.99
2024-07-27,102,Glühwein,3,0,0,Saturday,8.5
2024-07-27,103,Pretzel,168,0,0,Saturday,1.2
2024-07-27,104,German Beer (6-pack),226,0,0,Saturday,12.99
2024-07-28,101,Bratwurst,0,0,0,Sunday,4.99
2024-07-28,102,Glühwein,0,0,0,Sunday,8.5
2024-07-28,103,Pretzel,0,0,0,Sunday,1.2
2024-07-28,104,German Beer (6-pack),0,0,0,Sunday,12.99
2024-07-29,101,Bratwurst,86,0,0,Monday,4.99
2024-07-29,102,Glühwein,1,0,0,Monday,8.5
2024-07-29,103,Pretzel,111,0,0,Monday,1.2
2024-07-29,104,German Beer (6-pack),151,0,0,Monday,12.99
2024-07-30,101,Bratwurst,90,0,0,Tuesday,4.99
2024-07-30,102,Glühwein,2,0,0,Tuesday,8.5
2024-07-30,103,Pretzel,122,0,0,Tuesday,1.2
2024-07-30,104,German Beer (6-pack),144,0,0,Tuesday,12.99
2024-07-31,101,Bratwurst,96,0,0,Wednesday,4.99
2024-07-31,102,Glühwein,1,0,0,Wednesday,8.5
2024-07-31,103,Pretzel,137,0,0,Wednesday,1.2
2024-07-31,104,German Beer (6-pack),147,0,0,Wednesday,12.99
2024-08-01,101,Bratwurst,92,0,0,Thursday,4.99
2024-08-01,102,Glühwein,2,0,0,Thursday,8.5
2024-08-01,103,Pretzel,118,0,0,Thursday,1.2
2024-08-01,104,German Beer (6-pack),148,0,0,Thursday,12.99
2024-08-02,101,Bratwurst,137,0,0,Friday,4.99
2024-08-02,102,Glühwein,3,0,0,Friday,8.5
2024-08-02,103,Pretzel,176,0,0,Friday,1.2
2024-08-02,104,German Beer (6-pack),207,0,0,Friday,12.99
2024-08-03,101,Bratwurst,136,0,0,Saturday,4.99
2024-08-03,102,Glühwein,2,0,0,Saturday,8.5
2024-08-03,103,Pretzel,201,0,0,Saturday,1.2
2024-08-03,104,German Beer (6-pack),183,0,0,Saturday,12.99
2024-08-04,101,Bratwurst,0,1,0,Sunday,4.99
2024-08-04,102,Glühwein,0,1,0,Sunday,8.5
2024-08-04,103,Pretzel,0,1,0,Sunday,1.2
2024-08-04,104,German Beer (6-pack),0,1,0,Sunday,12.99
2024-08-05,101,Bratwurst,84,0,0,Monday,4.99
2024-08-05,102,Glühwein,2,0,0,Monday,8.5
2024-08-05,103,Pretzel,138,0,0,Monday,1.2
2024-08-05,104,German Beer (6-pack),143,0,0,Monday,12.99
2024-08-06,101,Bratwurst,74,0,0,Tuesday,4.99
2024-08-06,102,Glühwein,1,0,0,Tuesday,8.5
2024-08-06,103,Pretzel,105,0,0,Tuesday,1.2
2024-08-06,104,German Beer (6-pack),141,0,0,Tuesday,12.99
2024-08-07,101,Bratwurst,80,0,0,Wednesday,4.99
2024-08-07,102,Glühwein,2,0,0,Wednesday,8.5
2024-08-07,103,Pretzel,122,0,0,Wednesday,1.2
2024-08-07,104,German Beer (6-pack),135,0,0,Wednesday,12.99
2024-08-08,101,Bratwurst,87,0,0,Thursday,4.99
2024-08-08,102,Glühwein,1,0,0,Thursday,8.5
2024-08-08,103,Pretzel,118,0,0,Thursday,1.2
2024-08-08,104,German Beer (6-pack),153,0,0,Thursday,12.99
2024-08-09,101,Bratwurst,114,0,0,Friday,4.99
2024-08-09,102,Glühwein,2,0,0,Friday,8.5
2024-08-09,103,Pretzel,179,0,0,Friday,1.2
2024-08-09,104,German Beer (6-pack),221,0,0,Friday,12.99
2024-08-10,101,Bratwurst,125,0,0,Saturday,4.99
2024-08-10,102,Glühwein,2,0,0,Saturday,8.5
2024-08-10,103,Pretzel,181,0,0,Saturday,1.2
